% Moku:Go Data Logger
% Input 1 (on), DC , 1 MOhm , 10 Vpp
% Input 2 (off), DC , 1 MOhm , 10 Vpp
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2025-09-24 T 12:02:14 +1000
% Time (s), Input 1 (V)
1.5810000000e+01, 1.5167919810e+00
1.5820000000e+01, 1.5166900249e+00
1.5830000000e+01, 1.5168369404e+00
1.5840000000e+01, 1.5168052375e+00
1.5850000000e+01, 1.5167948886e+00
1.5860000000e+01, 1.5167360162e+00
1.5870000000e+01, 1.5167312326e+00
1.5880000000e+01, 1.5167703767e+00
1.5890000000e+01, 1.5168140230e+00
1.5900000000e+01, 1.5167823825e+00
1.5910000000e+01, 1.5168700191e+00
1.5920000000e+01, 1.5167225408e+00
1.5930000000e+01, 1.5169570616e+00
1.5940000000e+01, 1.5170036468e+00
1.5950000000e+01, 1.5170067421e+00
1.5960000000e+01, 1.5169272345e+00
1.5970000000e+01, 1.5168775853e+00
1.5980000000e+01, 1.5169201373e+00
1.5990000000e+01, 1.5169793850e+00
1.6000000000e+01, 1.5170011456e+00
1.6010000000e+01, 1.5171064470e+00
1.6020000000e+01, 1.5171024451e+00
1.6030000000e+01, 1.5171505623e+00
1.6040000000e+01, 1.5170492629e+00
1.6050000000e+01, 1.5171376810e+00
1.6060000000e+01, 1.5170784021e+00
1.6070000000e+01, 1.5172259116e+00
1.6080000000e+01, 1.5172290381e+00
1.6090000000e+01, 1.5170962545e+00
1.6100000000e+01, 1.5170925340e+00
1.6110000000e+01, 1.5172634612e+00
1.6120000000e+01, 1.5171464040e+00
1.6130000000e+01, 1.5173581011e+00
1.6140000000e+01, 1.5173374973e+00
1.6150000000e+01, 1.5175205242e+00
1.6160000000e+01, 1.5175747382e+00
1.6170000000e+01, 1.5177477602e+00
1.6180000000e+01, 1.5177187773e+00
1.6190000000e+01, 1.5175753947e+00
1.6200000000e+01, 1.5175656400e+00
1.6210000000e+01, 1.5175327489e+00
1.6220000000e+01, 1.5174246649e+00
1.6230000000e+01, 1.5174777533e+00
1.6240000000e+01, 1.5176097553e+00
1.6250000000e+01, 1.5175236195e+00
1.6260000000e+01, 1.5178460269e+00
1.6270000000e+01, 1.5178943005e+00
1.6280000000e+01, 1.5178495599e+00
1.6290000000e+01, 1.5177122428e+00
1.6300000000e+01, 1.5179539546e+00
1.6310000000e+01, 1.5180197054e+00
1.6320000000e+01, 1.5180158911e+00
1.6330000000e+01, 1.5179793420e+00
1.6340000000e+01, 1.5179796546e+00
1.6350000000e+01, 1.5179731515e+00
1.6360000000e+01, 1.5180219253e+00
1.6370000000e+01, 1.5181137201e+00
1.6380000000e+01, 1.5182041080e+00
1.6390000000e+01, 1.5182365926e+00
1.6400000000e+01, 1.5182190528e+00
1.6410000000e+01, 1.5182097045e+00
1.6420000000e+01, 1.5183390801e+00
1.6430000000e+01, 1.5183012492e+00
1.6440000000e+01, 1.5181316976e+00
1.6450000000e+01, 1.5183592150e+00
1.6460000000e+01, 1.5182699214e+00
1.6470000000e+01, 1.5184234964e+00
1.6480000000e+01, 1.5185231075e+00
1.6490000000e+01, 1.5183683757e+00
1.6500000000e+01, 1.5183832892e+00
1.6510000000e+01, 1.5184005164e+00
1.6520000000e+01, 1.5183953889e+00
1.6530000000e+01, 1.5183400494e+00
1.6540000000e+01, 1.5182975911e+00
1.6550000000e+01, 1.5185453996e+00
1.6560000000e+01, 1.5185594690e+00
1.6570000000e+01, 1.5185451808e+00
1.6580000000e+01, 1.5189499409e+00
1.6590000000e+01, 1.5187506248e+00
1.6600000000e+01, 1.5186796839e+00
1.6610000000e+01, 1.5187574407e+00
1.6620000000e+01, 1.5186459175e+00
1.6630000000e+01, 1.5187049775e+00
1.6640000000e+01, 1.5187088857e+00
1.6650000000e+01, 1.5186762448e+00
1.6660000000e+01, 1.5187145760e+00
1.6670000000e+01, 1.5187374934e+00
1.6680000000e+01, 1.5188625545e+00
1.6690000000e+01, 1.5187966473e+00
1.6700000000e+01, 1.5188000865e+00
1.6710000000e+01, 1.5187242682e+00
1.6720000000e+01, 1.5187419644e+00
1.6730000000e+01, 1.5189014485e+00
1.6740000000e+01, 1.5187284890e+00
1.6750000000e+01, 1.5186969424e+00
1.6760000000e+01, 1.5187646317e+00
1.6770000000e+01, 1.5189075139e+00
1.6780000000e+01, 1.5189897728e+00
1.6790000000e+01, 1.5192366434e+00
1.6800000000e+01, 1.5192588417e+00
1.6810000000e+01, 1.5191162721e+00
1.6820000000e+01, 1.5192428652e+00
1.6830000000e+01, 1.5192112873e+00
1.6840000000e+01, 1.5194017865e+00
1.6850000000e+01, 1.5193184021e+00
1.6860000000e+01, 1.5193988163e+00
1.6870000000e+01, 1.5193100855e+00
1.6880000000e+01, 1.5191581676e+00
1.6890000000e+01, 1.5190362956e+00
1.6900000000e+01, 1.5189651358e+00
1.6910000000e+01, 1.5191602311e+00
1.6920000000e+01, 1.5192235745e+00
1.6930000000e+01, 1.5190619956e+00
1.6940000000e+01, 1.5190684988e+00
1.6950000000e+01, 1.5191705174e+00
1.6960000000e+01, 1.5192298276e+00
1.6970000000e+01, 1.5192169150e+00
1.6980000000e+01, 1.5193842780e+00
1.6990000000e+01, 1.5194269551e+00
1.7000000000e+01, 1.5192074729e+00
1.7010000000e+01, 1.5193044577e+00
1.7020000000e+01, 1.5194980523e+00
1.7030000000e+01, 1.5195446688e+00
1.7040000000e+01, 1.5193628300e+00
1.7050000000e+01, 1.5193501363e+00
1.7060000000e+01, 1.5192810713e+00
1.7070000000e+01, 1.5195920982e+00
1.7080000000e+01, 1.5195888779e+00
1.7090000000e+01, 1.5196471876e+00
1.7100000000e+01, 1.5196707616e+00
1.7110000000e+01, 1.5197703727e+00
1.7120000000e+01, 1.5198635745e+00
1.7130000000e+01, 1.5198590098e+00
1.7140000000e+01, 1.5199421754e+00
1.7150000000e+01, 1.5198879614e+00
1.7160000000e+01, 1.5198374993e+00
1.7170000000e+01, 1.5199271993e+00
1.7180000000e+01, 1.5199577767e+00
1.7190000000e+01, 1.5198915569e+00
1.7200000000e+01, 1.5199018432e+00
1.7210000000e+01, 1.5201038168e+00
1.7220000000e+01, 1.5200585760e+00
1.7230000000e+01, 1.5201803229e+00
1.7240000000e+01, 1.5202078676e+00
1.7250000000e+01, 1.5200585760e+00
1.7260000000e+01, 1.5200285926e+00
1.7270000000e+01, 1.5201057865e+00
1.7280000000e+01, 1.5200300620e+00
1.7290000000e+01, 1.5201676292e+00
1.7300000000e+01, 1.5201477445e+00
1.7310000000e+01, 1.5202348495e+00
1.7320000000e+01, 1.5201650029e+00
1.7330000000e+01, 1.5203208290e+00
1.7340000000e+01, 1.5204040884e+00
1.7350000000e+01, 1.5203878617e+00
1.7360000000e+01, 1.5204150313e+00
1.7370000000e+01, 1.5203157640e+00
1.7380000000e+01, 1.5201673478e+00
1.7390000000e+01, 1.5204313205e+00
1.7400000000e+01, 1.5203177025e+00
1.7410000000e+01, 1.5203000376e+00
1.7420000000e+01, 1.5204391368e+00
1.7430000000e+01, 1.5203643815e+00
1.7440000000e+01, 1.5204713713e+00
1.7450000000e+01, 1.5203581285e+00
1.7460000000e+01, 1.5206226952e+00
1.7470000000e+01, 1.5206207880e+00
1.7480000000e+01, 1.5205239907e+00
1.7490000000e+01, 1.5206386092e+00
1.7500000000e+01, 1.5206843503e+00
1.7510000000e+01, 1.5207864626e+00
1.7520000000e+01, 1.5206196937e+00
1.7530000000e+01, 1.5210134797e+00
1.7540000000e+01, 1.5209108984e+00
1.7550000000e+01, 1.5207295911e+00
1.7560000000e+01, 1.5208223551e+00
1.7570000000e+01, 1.5206815051e+00
1.7580000000e+01, 1.5209741167e+00
1.7590000000e+01, 1.5210197015e+00
1.7600000000e+01, 1.5206902907e+00
1.7610000000e+01, 1.5210888603e+00
1.7620000000e+01, 1.5209091163e+00
1.7630000000e+01, 1.5208464919e+00
1.7640000000e+01, 1.5209206219e+00
1.7650000000e+01, 1.5209928446e+00
1.7660000000e+01, 1.5210361470e+00
1.7670000000e+01, 1.5210481529e+00
1.7680000000e+01, 1.5208022516e+00
1.7690000000e+01, 1.5209312833e+00
1.7700000000e+01, 1.5208882936e+00
1.7710000000e+01, 1.5210077894e+00
1.7720000000e+01, 1.5210457767e+00
1.7730000000e+01, 1.5211804988e+00
1.7740000000e+01, 1.5212026033e+00
1.7750000000e+01, 1.5211357269e+00
1.7760000000e+01, 1.5210857650e+00
1.7770000000e+01, 1.5213742496e+00
1.7780000000e+01, 1.5214288388e+00
1.7790000000e+01, 1.5213548964e+00
1.7800000000e+01, 1.5214149883e+00
1.7810000000e+01, 1.5215326707e+00
1.7820000000e+01, 1.5215882604e+00
1.7830000000e+01, 1.5216254973e+00
1.7840000000e+01, 1.5215357972e+00
1.7850000000e+01, 1.5215781304e+00
1.7860000000e+01, 1.5215629668e+00
1.7870000000e+01, 1.5217170107e+00
1.7880000000e+01, 1.5216097709e+00
1.7890000000e+01, 1.5218537025e+00
1.7900000000e+01, 1.5216946248e+00
1.7910000000e+01, 1.5216627655e+00
1.7920000000e+01, 1.5218164968e+00
1.7930000000e+01, 1.5218614563e+00
1.7940000000e+01, 1.5219897376e+00
1.7950000000e+01, 1.5219368368e+00
1.7960000000e+01, 1.5219704157e+00
1.7970000000e+01, 1.5219900503e+00
1.7980000000e+01, 1.5219482799e+00
1.7990000000e+01, 1.5219142633e+00
1.8000000000e+01, 1.5219694778e+00
1.8010000000e+01, 1.5219609111e+00
1.8020000000e+01, 1.5219214856e+00
1.8030000000e+01, 1.5220421382e+00
1.8040000000e+01, 1.5222363581e+00
1.8050000000e+01, 1.5223586365e+00
1.8060000000e+01, 1.5218785896e+00
1.8070000000e+01, 1.5219747303e+00
1.8080000000e+01, 1.5219773566e+00
1.8090000000e+01, 1.5221568818e+00
1.8100000000e+01, 1.5223222125e+00
1.8110000000e+01, 1.5224380503e+00
1.8120000000e+01, 1.5224152892e+00
1.8130000000e+01, 1.5223133957e+00
1.8140000000e+01, 1.5222997328e+00
1.8150000000e+01, 1.5223664841e+00
1.8160000000e+01, 1.5221787674e+00
1.8170000000e+01, 1.5224097240e+00
1.8180000000e+01, 1.5224089423e+00
1.8190000000e+01, 1.5224794455e+00
1.8200000000e+01, 1.5225659565e+00
1.8210000000e+01, 1.5224417709e+00
1.8220000000e+01, 1.5225698334e+00
1.8230000000e+01, 1.5225817455e+00
1.8240000000e+01, 1.5225124929e+00
1.8250000000e+01, 1.5226162310e+00
1.8260000000e+01, 1.5225024880e+00
1.8270000000e+01, 1.5225751485e+00
1.8280000000e+01, 1.5226168876e+00
1.8290000000e+01, 1.5227691807e+00
1.8300000000e+01, 1.5227110586e+00
1.8310000000e+01, 1.5226094465e+00
1.8320000000e+01, 1.5228698236e+00
1.8330000000e+01, 1.5227324128e+00
1.8340000000e+01, 1.5226686004e+00
1.8350000000e+01, 1.5226956448e+00
1.8360000000e+01, 1.5228728563e+00
1.8370000000e+01, 1.5229144392e+00
1.8380000000e+01, 1.5229461109e+00
1.8390000000e+01, 1.5228701050e+00
1.8400000000e+01, 1.5229363874e+00
1.8410000000e+01, 1.5229996370e+00
1.8420000000e+01, 1.5228852374e+00
1.8430000000e+01, 1.5229343551e+00
1.8440000000e+01, 1.5228542535e+00
1.8450000000e+01, 1.5229785642e+00
1.8460000000e+01, 1.5229929150e+00
1.8470000000e+01, 1.5231991094e+00
1.8480000000e+01, 1.5231553068e+00
1.8490000000e+01, 1.5232017669e+00
1.8500000000e+01, 1.5230878676e+00
1.8510000000e+01, 1.5233557796e+00
1.8520000000e+01, 1.5232494465e+00
1.8530000000e+01, 1.5233937357e+00
1.8540000000e+01, 1.5232218705e+00
1.8550000000e+01, 1.5232742398e+00
1.8560000000e+01, 1.5229350742e+00
1.8570000000e+01, 1.5230987479e+00
1.8580000000e+01, 1.5231662809e+00
1.8590000000e+01, 1.5233645027e+00
1.8600000000e+01, 1.5232952814e+00
1.8610000000e+01, 1.5232870899e+00
1.8620000000e+01, 1.5232627029e+00
1.8630000000e+01, 1.5234712423e+00
1.8640000000e+01, 1.5234606121e+00
1.8650000000e+01, 1.5234153087e+00
1.8660000000e+01, 1.5234987557e+00
1.8670000000e+01, 1.5235370869e+00
1.8680000000e+01, 1.5235730732e+00
1.8690000000e+01, 1.5233841372e+00
1.8700000000e+01, 1.5236467342e+00
1.8710000000e+01, 1.5235071661e+00
1.8720000000e+01, 1.5233630645e+00
1.8730000000e+01, 1.5234198422e+00
1.8740000000e+01, 1.5233395842e+00
1.8750000000e+01, 1.5236148436e+00
1.8760000000e+01, 1.5236467655e+00
1.8770000000e+01, 1.5236565515e+00
1.8780000000e+01, 1.5238437366e+00
1.8790000000e+01, 1.5239519770e+00
1.8800000000e+01, 1.5238235080e+00
1.8810000000e+01, 1.5237944939e+00
1.8820000000e+01, 1.5238683737e+00
1.8830000000e+01, 1.5240029081e+00
1.8840000000e+01, 1.5238112833e+00
1.8850000000e+01, 1.5241394435e+00
1.8860000000e+01, 1.5241166824e+00
1.8870000000e+01, 1.5241138060e+00
1.8880000000e+01, 1.5240752872e+00
1.8890000000e+01, 1.5240803209e+00
1.8900000000e+01, 1.5240583727e+00
1.8910000000e+01, 1.5240856673e+00
1.8920000000e+01, 1.5240988925e+00
1.8930000000e+01, 1.5240157581e+00
1.8940000000e+01, 1.5240571846e+00
1.8950000000e+01, 1.5241463532e+00
1.8960000000e+01, 1.5241849658e+00
1.8970000000e+01, 1.5243325378e+00
1.8980000000e+01, 1.5243208446e+00
1.8990000000e+01, 1.5242547498e+00
1.9000000000e+01, 1.5242103532e+00
1.9010000000e+01, 1.5243964753e+00
1.9020000000e+01, 1.5244184235e+00
1.9030000000e+01, 1.5243220014e+00
1.9040000000e+01, 1.5241784626e+00
1.9050000000e+01, 1.5241317210e+00
1.9060000000e+01, 1.5242705701e+00
1.9070000000e+01, 1.5245271016e+00
1.9080000000e+01, 1.5244553478e+00
1.9090000000e+01, 1.5245117191e+00
1.9100000000e+01, 1.5244811416e+00
1.9110000000e+01, 1.5245295090e+00
1.9120000000e+01, 1.5244929286e+00
1.9130000000e+01, 1.5244289286e+00
1.9140000000e+01, 1.5244505017e+00
1.9150000000e+01, 1.5245875999e+00
1.9160000000e+01, 1.5244368387e+00
1.9170000000e+01, 1.5245909765e+00
1.9180000000e+01, 1.5246052960e+00
1.9190000000e+01, 1.5248654230e+00
1.9200000000e+01, 1.5247788182e+00
1.9210000000e+01, 1.5246776751e+00
1.9220000000e+01, 1.5248392852e+00
1.9230000000e+01, 1.5247739408e+00
1.9240000000e+01, 1.5248459135e+00
1.9250000000e+01, 1.5249609697e+00
1.9260000000e+01, 1.5249877640e+00
1.9270000000e+01, 1.5248432559e+00
1.9280000000e+01, 1.5247620600e+00
1.9290000000e+01, 1.5248842447e+00
1.9300000000e+01, 1.5249766961e+00
1.9310000000e+01, 1.5250252823e+00
1.9320000000e+01, 1.5248890283e+00
1.9330000000e+01, 1.5249462437e+00
1.9340000000e+01, 1.5248595451e+00
1.9350000000e+01, 1.5247188827e+00
1.9360000000e+01, 1.5248795549e+00
1.9370000000e+01, 1.5249754767e+00
1.9380000000e+01, 1.5250431973e+00
1.9390000000e+01, 1.5248869335e+00
1.9400000000e+01, 1.5249991446e+00
1.9410000000e+01, 1.5249235139e+00
1.9420000000e+01, 1.5250031152e+00
1.9430000000e+01, 1.5249505896e+00
1.9440000000e+01, 1.5250034904e+00
1.9450000000e+01, 1.5249257337e+00
1.9460000000e+01, 1.5249859193e+00
1.9470000000e+01, 1.5251459975e+00
1.9480000000e+01, 1.5253757972e+00
1.9490000000e+01, 1.5252829081e+00
1.9500000000e+01, 1.5251733233e+00
1.9510000000e+01, 1.5252646492e+00
1.9520000000e+01, 1.5252666502e+00
1.9530000000e+01, 1.5253440004e+00
1.9540000000e+01, 1.5252918812e+00
1.9550000000e+01, 1.5250794963e+00
1.9560000000e+01, 1.5252076213e+00
1.9570000000e+01, 1.5253099526e+00
1.9580000000e+01, 1.5250371006e+00
1.9590000000e+01, 1.5252699330e+00
1.9600000000e+01, 1.5252062144e+00
1.9610000000e+01, 1.5252910683e+00
1.9620000000e+01, 1.5253550683e+00
1.9630000000e+01, 1.5253095461e+00
1.9640000000e+01, 1.5253140796e+00
1.9650000000e+01, 1.5253447821e+00
1.9660000000e+01, 1.5254583688e+00
1.9670000000e+01, 1.5254628397e+00
1.9680000000e+01, 1.5254974191e+00
1.9690000000e+01, 1.5255400962e+00
1.9700000000e+01, 1.5253667303e+00
1.9710000000e+01, 1.5255179916e+00
1.9720000000e+01, 1.5255572921e+00
1.9730000000e+01, 1.5254852569e+00
1.9740000000e+01, 1.5255514142e+00
1.9750000000e+01, 1.5254999516e+00
1.9760000000e+01, 1.5255256829e+00
1.9770000000e+01, 1.5254833810e+00
1.9780000000e+01, 1.5253643229e+00
1.9790000000e+01, 1.5255862125e+00
1.9800000000e+01, 1.5256205417e+00
1.9810000000e+01, 1.5255958422e+00
1.9820000000e+01, 1.5254802857e+00
1.9830000000e+01, 1.5255256204e+00
1.9840000000e+01, 1.5255497259e+00
1.9850000000e+01, 1.5254910097e+00
1.9860000000e+01, 1.5255210244e+00
1.9870000000e+01, 1.5256432403e+00
1.9880000000e+01, 1.5257683952e+00
1.9890000000e+01, 1.5259137161e+00
1.9900000000e+01, 1.5259205007e+00
1.9910000000e+01, 1.5261201294e+00
1.9920000000e+01, 1.5261521450e+00
1.9930000000e+01, 1.5261353868e+00
1.9940000000e+01, 1.5260137024e+00
1.9950000000e+01, 1.5259821245e+00
1.9960000000e+01, 1.5259247840e+00
1.9970000000e+01, 1.5259721822e+00
1.9980000000e+01, 1.5260419975e+00
1.9990000000e+01, 1.5261561157e+00
2.0000000000e+01, 1.5261627127e+00
2.0010000000e+01, 1.5261734054e+00
2.0020000000e+01, 1.5260331807e+00
2.0030000000e+01, 1.5261083737e+00
2.0040000000e+01, 1.5259200004e+00
2.0050000000e+01, 1.5260466248e+00
2.0060000000e+01, 1.5261913204e+00
2.0070000000e+01, 1.5262914318e+00
2.0080000000e+01, 1.5262238363e+00
2.0090000000e+01, 1.5264003912e+00
2.0100000000e+01, 1.5263333272e+00
2.0110000000e+01, 1.5264128036e+00
2.0120000000e+01, 1.5264027049e+00
2.0130000000e+01, 1.5263841020e+00
2.0140000000e+01, 1.5265183551e+00
2.0150000000e+01, 1.5266069609e+00
2.0160000000e+01, 1.5265643150e+00
2.0170000000e+01, 1.5267095422e+00
2.0180000000e+01, 1.5265635647e+00
2.0190000000e+01, 1.5266729931e+00
2.0200000000e+01, 1.5265059115e+00
2.0210000000e+01, 1.5264872774e+00
2.0220000000e+01, 1.5265265779e+00
2.0230000000e+01, 1.5266118070e+00
2.0240000000e+01, 1.5267360239e+00
2.0250000000e+01, 1.5267222359e+00
2.0260000000e+01, 1.5266434474e+00
2.0270000000e+01, 1.5265595940e+00
2.0280000000e+01, 1.5264988768e+00
2.0290000000e+01, 1.5264847449e+00
2.0300000000e+01, 1.5264595139e+00
2.0310000000e+01, 1.5266007078e+00
2.0320000000e+01, 1.5267031953e+00
2.0330000000e+01, 1.5266828104e+00
2.0340000000e+01, 1.5267666638e+00
2.0350000000e+01, 1.5267130752e+00
2.0360000000e+01, 1.5268463903e+00
2.0370000000e+01, 1.5269024489e+00
2.0380000000e+01, 1.5268302886e+00
2.0390000000e+01, 1.5268066834e+00
2.0400000000e+01, 1.5267385251e+00
2.0410000000e+01, 1.5266711172e+00
2.0420000000e+01, 1.5267823277e+00
2.0430000000e+01, 1.5268918500e+00
2.0440000000e+01, 1.5267802955e+00
2.0450000000e+01, 1.5268101538e+00
2.0460000000e+01, 1.5268112168e+00
2.0470000000e+01, 1.5270269472e+00
2.0480000000e+01, 1.5271717991e+00
2.0490000000e+01, 1.5269896477e+00
2.0500000000e+01, 1.5271457239e+00
2.0510000000e+01, 1.5271146150e+00
2.0520000000e+01, 1.5272021577e+00
2.0530000000e+01, 1.5272529950e+00
2.0540000000e+01, 1.5274468397e+00
2.0550000000e+01, 1.5274922369e+00
2.0560000000e+01, 1.5271622632e+00
2.0570000000e+01, 1.5273309394e+00
2.0580000000e+01, 1.5272320786e+00
2.0590000000e+01, 1.5274113223e+00
2.0600000000e+01, 1.5272663766e+00
2.0610000000e+01, 1.5271790527e+00
2.0620000000e+01, 1.5272226365e+00
2.0630000000e+01, 1.5271404088e+00
2.0640000000e+01, 1.5273912188e+00
2.0650000000e+01, 1.5273973780e+00
2.0660000000e+01, 1.5275083697e+00
2.0670000000e+01, 1.5274806374e+00
2.0680000000e+01, 1.5273891240e+00
2.0690000000e+01, 1.5272768504e+00
2.0700000000e+01, 1.5274136360e+00
2.0710000000e+01, 1.5274358031e+00
2.0720000000e+01, 1.5274770419e+00
2.0730000000e+01, 1.5276207058e+00
2.0740000000e+01, 1.5275015226e+00
2.0750000000e+01, 1.5274643170e+00
2.0760000000e+01, 1.5275542984e+00
2.0770000000e+01, 1.5274419623e+00
2.0780000000e+01, 1.5275320375e+00
2.0790000000e+01, 1.5275208133e+00
2.0800000000e+01, 1.5275754650e+00
2.0810000000e+01, 1.5277832227e+00
2.0820000000e+01, 1.5276862378e+00
2.0830000000e+01, 1.5275275041e+00
2.0840000000e+01, 1.5276117640e+00
2.0850000000e+01, 1.5277925397e+00
2.0860000000e+01, 1.5278503179e+00
2.0870000000e+01, 1.5278295265e+00
2.0880000000e+01, 1.5278059213e+00
2.0890000000e+01, 1.5278732041e+00
2.0900000000e+01, 1.5280256848e+00
2.0910000000e+01, 1.5280889657e+00
2.0920000000e+01, 1.5278321528e+00
2.0930000000e+01, 1.5278534132e+00
2.0940000000e+01, 1.5278602603e+00
2.0950000000e+01, 1.5279655930e+00
2.0960000000e+01, 1.5280610771e+00
2.0970000000e+01, 1.5280147732e+00
2.0980000000e+01, 1.5280977200e+00
2.0990000000e+01, 1.5279356096e+00
2.1000000000e+01, 1.5279104723e+00
2.1010000000e+01, 1.5279194767e+00
2.1020000000e+01, 1.5279297317e+00
2.1030000000e+01, 1.5280114279e+00
2.1040000000e+01, 1.5279561196e+00
2.1050000000e+01, 1.5279861968e+00
2.1060000000e+01, 1.5279772237e+00
2.1070000000e+01, 1.5281371768e+00
2.1080000000e+01, 1.5283368993e+00
2.1090000000e+01, 1.5282585485e+00
2.1100000000e+01, 1.5281613448e+00
2.1110000000e+01, 1.5281360825e+00
2.1120000000e+01, 1.5280812119e+00
2.1130000000e+01, 1.5281242642e+00
2.1140000000e+01, 1.5284084029e+00
2.1150000000e+01, 1.5284282877e+00
2.1160000000e+01, 1.5282918773e+00
2.1170000000e+01, 1.5281574054e+00
2.1180000000e+01, 1.5281958304e+00
2.1190000000e+01, 1.5281281098e+00
2.1200000000e+01, 1.5281601880e+00
2.1210000000e+01, 1.5281579056e+00
2.1220000000e+01, 1.5281960805e+00
2.1230000000e+01, 1.5282132139e+00
2.1240000000e+01, 1.5282109315e+00
2.1250000000e+01, 1.5283977415e+00
2.1260000000e+01, 1.5283247684e+00
2.1270000000e+01, 1.5283133878e+00
2.1280000000e+01, 1.5282528270e+00
2.1290000000e+01, 1.5282013644e+00
2.1300000000e+01, 1.5281041294e+00
2.1310000000e+01, 1.5282012393e+00
2.1320000000e+01, 1.5282978177e+00
2.1330000000e+01, 1.5282364127e+00
2.1340000000e+01, 1.5284213155e+00
2.1350000000e+01, 1.5283286140e+00
2.1360000000e+01, 1.5285284303e+00
2.1370000000e+01, 1.5285874904e+00
2.1380000000e+01, 1.5285182691e+00
2.1390000000e+01, 1.5286479887e+00
2.1400000000e+01, 1.5285028240e+00
2.1410000000e+01, 1.5285653546e+00
2.1420000000e+01, 1.5285463453e+00
2.1430000000e+01, 1.5287106130e+00
2.1440000000e+01, 1.5286852881e+00
2.1450000000e+01, 1.5285377786e+00
2.1460000000e+01, 1.5284955392e+00
2.1470000000e+01, 1.5285042935e+00
2.1480000000e+01, 1.5286576184e+00
2.1490000000e+01, 1.5286892901e+00
2.1500000000e+01, 1.5286904469e+00
2.1510000000e+01, 1.5288384567e+00
2.1520000000e+01, 1.5287718617e+00
2.1530000000e+01, 1.5286312305e+00
2.1540000000e+01, 1.5288921079e+00
2.1550000000e+01, 1.5287581675e+00
2.1560000000e+01, 1.5288446785e+00
2.1570000000e+01, 1.5289693643e+00
2.1580000000e+01, 1.5289392872e+00
2.1590000000e+01, 1.5290171689e+00
2.1600000000e+01, 1.5290556252e+00
2.1610000000e+01, 1.5289592969e+00
2.1620000000e+01, 1.5290209520e+00
2.1630000000e+01, 1.5288694406e+00
2.1640000000e+01, 1.5288878558e+00
2.1650000000e+01, 1.5289341597e+00
2.1660000000e+01, 1.5288501186e+00
2.1670000000e+01, 1.5288862925e+00
2.1680000000e+01, 1.5288170712e+00
2.1690000000e+01, 1.5289002681e+00
2.1700000000e+01, 1.5289261557e+00
2.1710000000e+01, 1.5289323150e+00
2.1720000000e+01, 1.5290941440e+00
2.1730000000e+01, 1.5290950820e+00
2.1740000000e+01, 1.5289102730e+00
2.1750000000e+01, 1.5289532002e+00
2.1760000000e+01, 1.5288783824e+00
2.1770000000e+01, 1.5289691142e+00
2.1780000000e+01, 1.5290729149e+00
2.1790000000e+01, 1.5290761352e+00
2.1800000000e+01, 1.5291584254e+00
2.1810000000e+01, 1.5291497649e+00
2.1820000000e+01, 1.5292767644e+00
2.1830000000e+01, 1.5292462808e+00
2.1840000000e+01, 1.5290304254e+00
2.1850000000e+01, 1.5291307244e+00
2.1860000000e+01, 1.5291021479e+00
2.1870000000e+01, 1.5290694757e+00
2.1880000000e+01, 1.5291737454e+00
2.1890000000e+01, 1.5292634454e+00
2.1900000000e+01, 1.5293092803e+00
2.1910000000e+01, 1.5293186286e+00
2.1920000000e+01, 1.5293178470e+00
2.1930000000e+01, 1.5293251005e+00
2.1940000000e+01, 1.5293513321e+00
2.1950000000e+01, 1.5294867107e+00
2.1960000000e+01, 1.5295102222e+00
2.1970000000e+01, 1.6626347856e+00
2.1980000000e+01, 1.8062084822e+00
2.1990000000e+01, 1.9093298334e+00
2.2000000000e+01, 2.0051679722e+00
2.2010000000e+01, 2.0968950412e+00
2.2020000000e+01, 2.1843268566e+00
2.2030000000e+01, 2.2643529936e+00
2.2040000000e+01, 2.3389399122e+00
2.2050000000e+01, 2.4103735725e+00
2.2060000000e+01, 2.4771464570e+00
2.2070000000e+01, 2.5395275096e+00
2.2080000000e+01, 2.5981841500e+00
2.2090000000e+01, 2.6536098378e+00
2.2100000000e+01, 2.7043076858e+00
2.2110000000e+01, 2.7510547298e+00
2.2120000000e+01, 2.7944822780e+00
2.2130000000e+01, 2.8333393758e+00
2.2140000000e+01, 2.8687221522e+00
2.2150000000e+01, 2.9003726687e+00
2.2160000000e+01, 2.9285030915e+00
2.2170000000e+01, 2.9526420966e+00
2.2180000000e+01, 2.9737353646e+00
2.2190000000e+01, 2.9921567655e+00
2.2200000000e+01, 3.0076532695e+00
2.2210000000e+01, 3.0208671277e+00
2.2220000000e+01, 3.0315917705e+00
2.2230000000e+01, 3.0392523859e+00
2.2240000000e+01, 3.0458634577e+00
2.2250000000e+01, 3.0505248900e+00
2.2260000000e+01, 3.0543507893e+00
2.2270000000e+01, 3.0571861425e+00
2.2280000000e+01, 3.0597464551e+00
2.2290000000e+01, 3.0623554165e+00
2.2300000000e+01, 3.0639643583e+00
2.2310000000e+01, 3.0656993305e+00
2.2320000000e+01, 3.0671550100e+00
2.2330000000e+01, 3.0682769328e+00
